Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-28 04:00:00-05:00,89.89,90.32,89.82,89.93,0,0.0,0.0
2023-02-28 05:00:00-05:00,89.98,90.21,89.88,90.08,0,0.0,0.0
2023-02-28 06:00:00-05:00,90.18,90.27,90.14,90.2,0,0.0,0.0
2023-02-28 07:00:00-05:00,90.19,90.63,90.15,90.63,0,0.0,0.0
2023-02-28 08:00:00-05:00,90.63,90.66,89.53,90.32,0,0.0,0.0
2023-02-28 09:00:00-05:00,90.31,90.35,90.06,90.1,0,0.0,0.0
2023-02-28 09:30:00-05:00,89.54000091552734,90.79000091552734,89.5199966430664,90.29000091552734,4961967,0.0,0.0
2023-02-28 10:30:00-05:00,90.29000091552734,90.83709716796875,90.16000366210938,90.69000244140625,2947345,0.0,0.0
2023-02-28 11:30:00-05:00,90.66000366210938,90.93000030517578,90.2300033569336,90.79000091552734,2132699,0.0,0.0
2023-02-28 12:30:00-05:00,90.80000305175781,91.44999694824219,90.73999786376953,91.2699966430664,2742820,0.0,0.0
2023-02-28 13:30:00-05:00,91.2750015258789,91.41999816894531,90.91999816894531,90.94499969482422,2838380,0.0,0.0
2023-02-28 14:30:00-05:00,90.94000244140625,91.06999969482422,90.65499877929688,90.69000244140625,2841179,0.0,0.0
2023-02-28 15:30:00-05:00,90.69499969482422,90.72000122070312,90.25,90.29000091552734,4344986,0.0,0.0
2023-02-28 16:00:00-05:00,90.29,90.44,89.82,90.09,0,0.0,0.0
2023-02-28 17:00:00-05:00,90.09,92.8792,89.97,90.04,0,0.0,0.0
2023-02-28 18:00:00-05:00,90.06,90.24,89.94,90.02,0,0.0,0.0
