Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-28 04:00:00-05:00,208.08,209.08,207.85,208.41,0,0.0,0.0
2023-02-28 05:00:00-05:00,208.41,209.87,208.19,209.81,0,0.0,0.0
2023-02-28 06:00:00-05:00,209.85,211.0,209.74,210.56,0,0.0,0.0
2023-02-28 07:00:00-05:00,210.56,212.41,210.23,212.29,0,0.0,0.0
2023-02-28 08:00:00-05:00,212.3,212.6,207.24,211.18,0,0.0,0.0
2023-02-28 09:00:00-05:00,211.21,211.42,202.115,210.7,0,0.0,0.0
2023-02-28 09:30:00-05:00,210.58999633789062,211.22999572753906,204.82000732421875,205.13209533691406,46960347,0.0,0.0
2023-02-28 10:30:00-05:00,205.1199951171875,206.3300018310547,203.75,205.27569580078125,24086375,0.0,0.0
2023-02-28 11:30:00-05:00,205.24000549316406,207.83999633789062,204.86000061035156,207.7949981689453,16656559,0.0,0.0
2023-02-28 12:30:00-05:00,207.8300018310547,207.87680053710938,206.30999755859375,207.2178955078125,13948561,0.0,0.0
2023-02-28 13:30:00-05:00,207.22000122070312,209.41000366210938,206.86000061035156,208.26499938964844,17234763,0.0,0.0
2023-02-28 14:30:00-05:00,208.2646026611328,208.9600067138672,205.11000061035156,205.36000061035156,18668489,0.0,0.0
2023-02-28 15:30:00-05:00,205.38999938964844,206.69000244140625,204.91000366210938,205.72000122070312,11255740,0.0,0.0
2023-02-28 16:00:00-05:00,205.74,218.96593,205.11,205.64,0,0.0,0.0
2023-02-28 17:00:00-05:00,205.64,219.082,197.0461,205.43,0,0.0,0.0
2023-02-28 18:00:00-05:00,205.46,205.73,205.2,205.375,0,0.0,0.0
