Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-01 04:00:00-05:00,99.3,99.5,99.0,99.5,0,0.0,0.0
2023-02-01 05:00:00-05:00,99.5,99.5,99.19,99.33,0,0.0,0.0
2023-02-01 06:00:00-05:00,99.23,99.7,99.22,99.7,0,0.0,0.0
2023-02-01 07:00:00-05:00,99.72,99.99,99.66,99.96,0,0.0,0.0
2023-02-01 08:00:00-05:00,99.92,100.03,99.3615,99.64,0,0.0,0.0
2023-02-01 09:00:00-05:00,99.65,99.8085,99.5,99.66,0,0.0,0.0
2023-02-01 09:30:00-05:00,99.73999786376953,100.21369934082031,98.93499755859375,99.56999969482422,4370925,0.0,0.0
2023-02-01 10:30:00-05:00,99.58000183105469,99.80500030517578,98.81999969482422,99.10749816894531,2588774,0.0,0.0
2023-02-01 11:30:00-05:00,99.1050033569336,99.27999877929688,98.87999725341797,99.21749877929688,1854875,0.0,0.0
2023-02-01 12:30:00-05:00,99.20999908447266,99.25499725341797,98.86000061035156,99.1500015258789,1695162,0.0,0.0
2023-02-01 13:30:00-05:00,99.1500015258789,99.73999786376953,98.5,99.31999969482422,2495497,0.0,0.0
2023-02-01 14:30:00-05:00,99.32499694824219,101.63999938964844,98.41999816894531,101.27999877929688,5306772,0.0,0.0
2023-02-01 15:30:00-05:00,101.29000091552734,102.18990325927734,101.20999908447266,101.4000015258789,3521592,0.0,0.0
2023-02-01 16:00:00-05:00,101.41,105.66,101.05,104.67,0,0.0,0.0
2023-02-01 17:00:00-05:00,104.73,105.25,104.4,104.83,0,0.0,0.0
2023-02-01 18:00:00-05:00,104.89,105.46,104.83,105.12,0,0.0,0.0
2023-02-02 04:00:00-05:00,105.14,105.9,105.0,105.21,0,0.0,0.0
2023-02-02 05:00:00-05:00,105.24,105.65,105.1,105.57,0,0.0,0.0
2023-02-02 06:00:00-05:00,105.38,105.69,105.2,105.54,0,0.0,0.0
2023-02-02 07:00:00-05:00,105.58,106.4,105.45,105.91,0,0.0,0.0
2023-02-02 08:00:00-05:00,105.89,106.3799,104.42,106.11,0,0.0,0.0
2023-02-02 09:00:00-05:00,106.15,106.95,101.37,106.5,0,0.0,0.0
2023-02-02 09:30:00-05:00,106.79000091552734,108.11000061035156,106.54000091552734,107.7300033569336,10826398,0.0,0.0
2023-02-02 10:30:00-05:00,107.73999786376953,108.4800033569336,107.70999908447266,108.08999633789062,4942707,0.0,0.0
2023-02-02 11:30:00-05:00,108.08999633789062,108.26000213623047,107.08000183105469,107.12000274658203,4027011,0.0,0.0
2023-02-02 12:30:00-05:00,107.12999725341797,107.75,106.93000030517578,107.74939727783203,3550012,0.0,0.0
2023-02-02 13:30:00-05:00,107.75,108.66000366210938,107.56649780273438,107.73999786376953,4582997,0.0,0.0
2023-02-02 14:30:00-05:00,107.7300033569336,108.38999938964844,106.80999755859375,108.2699966430664,4680846,0.0,0.0
2023-02-02 15:30:00-05:00,108.2699966430664,108.81999969482422,107.95999908447266,108.80000305175781,5302491,0.0,0.0
2023-02-02 16:00:00-05:00,108.79,113.09,101.63,104.4,0,0.0,0.0
2023-02-02 17:00:00-05:00,104.35,108.8,102.28,105.0,0,0.0,0.0
2023-02-02 18:00:00-05:00,105.05,108.8,103.5,104.21,0,0.0,0.0
2023-02-03 04:00:00-05:00,103.32,103.6,102.51,103.6,0,0.0,0.0
2023-02-03 05:00:00-05:00,103.6,104.25,103.58,103.81,0,0.0,0.0
2023-02-03 06:00:00-05:00,103.85,103.95,103.5,103.73,0,0.0,0.0
2023-02-03 07:00:00-05:00,103.73,104.66,103.5,104.5,0,0.0,0.0
2023-02-03 08:00:00-05:00,104.52,105.4,102.5115,104.95,0,0.0,0.0
2023-02-03 09:00:00-05:00,104.7,105.0,103.2,103.52,0,0.0,0.0
2023-02-03 09:30:00-05:00,103.51000213623047,107.3499984741211,103.30000305175781,106.63999938964844,12552129,0.0,0.0
2023-02-03 10:30:00-05:00,106.63999938964844,107.88999938964844,106.62999725341797,107.1500015258789,5508009,0.0,0.0
2023-02-03 11:30:00-05:00,107.1500015258789,108.0199966430664,106.69999694824219,106.77999877929688,3241418,0.0,0.0
2023-02-03 12:30:00-05:00,106.7699966430664,106.80999755859375,105.55999755859375,105.5801010131836,2988053,0.0,0.0
2023-02-03 13:30:00-05:00,105.56999969482422,105.80000305175781,104.81999969482422,105.06999969482422,2930775,0.0,0.0
2023-02-03 14:30:00-05:00,105.06999969482422,105.26000213623047,104.44000244140625,105.07499694824219,2618106,0.0,0.0
2023-02-03 15:30:00-05:00,105.08000183105469,105.55999755859375,104.88999938964844,105.20999908447266,3177309,0.0,0.0
2023-02-03 16:00:00-05:00,105.2,105.49,105.11,105.4185,0,0.0,0.0
2023-02-03 17:00:00-05:00,105.22,105.42,105.22,105.32,0,0.0,0.0
2023-02-03 18:00:00-05:00,105.3,105.42,105.02,105.3,0,0.0,0.0
